cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	data_type	cases.0.samples.0.sample_type	file_name	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.samples.0.tumor_descriptor	file_id	data_category	cases.0.submitter_id	cases.0.samples.0.sample_id	cases.0.case_id	id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id
34fcd1fb-156e-4f04-a319-0c75c1cf062d	miRNA Expression Quantification	Primary Tumor	f7ca0295-d9da-4a0d-8923-8a2053aedfe3.mirbase21.mirnas.quantification.txt	TCGA-CQ-A4CE-01A			94a5d869-a95f-4dca-9f5a-59aaaeb39670	Transcriptome Profiling	TCGA-CQ-A4CE	f3f57fc3-e8d6-452e-bead-edbe25e4bad8	e1527704-8a97-445f-a5ee-357920cb28f7	94a5d869-a95f-4dca-9f5a-59aaaeb39670	TCGA-CQ-A4CE-01A-11R-A25Z-13
af723670-bcdd-4c3d-a8c0-252d4b246852	miRNA Expression Quantification	Primary Tumor	d3394983-097e-45dd-b449-0dded9446dcd.mirbase21.mirnas.quantification.txt	TCGA-34-5232-01A			314186da-49ad-4db7-b3c2-c1e0b262f4f8	Transcriptome Profiling	TCGA-34-5232	2ffbc6b0-c56b-474f-add4-747caa6de728	d04bf59d-3429-4641-9f9e-81d8cde15295	314186da-49ad-4db7-b3c2-c1e0b262f4f8	TCGA-34-5232-01A-21H-1819-13
2279fd7f-3426-48e9-856c-0943992cb857	miRNA Expression Quantification	Solid Tissue Normal	ad29232f-e5e5-4206-8ab3-cf45ac0c49e1.mirbase21.mirnas.quantification.txt	TCGA-56-7580-11A			ece4bd52-0c7b-4cb8-ab6c-fbe10f97eb36	Transcriptome Profiling	TCGA-56-7580	d7878b79-2422-4bec-b13c-9ca26c65965e	cf9d5813-da70-4d7f-8185-d29d1b86b578	ece4bd52-0c7b-4cb8-ab6c-fbe10f97eb36	TCGA-56-7580-11A-01H-2044-13
0dbef2b5-ba25-4eb2-8c4e-bed3ab29c7dd	miRNA Expression Quantification	Primary Tumor	b1475bd4-e50b-41bf-a2dd-19bcd035805b.mirbase21.mirnas.quantification.txt	TCGA-MF-A522-01A			c7cf5c61-54b6-41ea-8c8e-294211f2b7fa	Transcriptome Profiling	TCGA-MF-A522	1ace1fcc-1ce6-4d31-9e7f-7aa9f155ee78	9f247eef-9c0a-4e7a-a2e8-2a84225ba307	c7cf5c61-54b6-41ea-8c8e-294211f2b7fa	TCGA-MF-A522-01A-11H-A263-13
1d74bc51-994b-4b28-b796-4b9998645b3b	miRNA Expression Quantification	Primary Tumor	944e5ba8-7c95-4b21-81eb-c02b4eb0bbed.mirbase21.mirnas.quantification.txt	TCGA-21-5784-01A			5984e36f-e65b-4095-a1f9-c848bc0fe08a	Transcriptome Profiling	TCGA-21-5784	5b9af04f-0616-42f0-a70d-eba38a22b531	4add88b7-169a-448f-b063-c7e6402628f1	5984e36f-e65b-4095-a1f9-c848bc0fe08a	TCGA-21-5784-01A-01T-1634-13
f4caad55-f21b-4fc2-a402-cf630e43c425	miRNA Expression Quantification	Primary Tumor	064d7af1-f631-42aa-bfa6-23afabdee202.mirbase21.mirnas.quantification.txt	TCGA-LA-A446-01A			ac3a3cb1-b6ce-41a8-af04-132012e48df3	Transcriptome Profiling	TCGA-LA-A446	f428a2ee-f03c-4820-9fa8-abd9a74eec63	12b44011-90c0-4a70-8ea4-a216ec0c0860	ac3a3cb1-b6ce-41a8-af04-132012e48df3	TCGA-LA-A446-01A-21H-A25B-13
9be16ba6-2009-4845-96c8-645ba2973890	miRNA Expression Quantification	Primary Tumor	e44b8d48-2216-462c-8b83-c220c4c6d2ee.mirbase21.mirnas.quantification.txt	TCGA-HD-8634-01A			ae4cd42a-c88a-4e9d-8a19-f93a9ade179a	Transcriptome Profiling	TCGA-HD-8634	7bddc733-9e3e-43da-9a19-492fc54c958f	22933e67-5c61-4c13-9772-5adb78785b34	ae4cd42a-c88a-4e9d-8a19-f93a9ade179a	TCGA-HD-8634-01A-11R-2401-13
c609bff4-cf25-4744-b3c6-79b57bb503f3	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	48053f52-5a54-417c-abe6-190e236a47df.mirbase21.mirnas.quantification.txt	TCGA-AB-2822-03A			54057a72-d718-4ba7-9e04-68036c16a79f	Transcriptome Profiling	TCGA-AB-2822	5e781d63-730f-4dfe-8bb1-4996c4aed57d	15b2be7d-bd75-4236-b896-2ef25edd14b8	54057a72-d718-4ba7-9e04-68036c16a79f	TCGA-AB-2822-03A-01T-0734-13
959d9023-f725-41f8-b741-0da4f03be504	miRNA Expression Quantification	Primary Tumor	72bb1711-cec9-4de1-ad36-80b806dbcdde.mirbase21.mirnas.quantification.txt	TCGA-DX-A8BN-01A			fe335358-a468-49b1-89ec-31e1b5e084bd	Transcriptome Profiling	TCGA-DX-A8BN	68f4a859-0be5-4e3f-898e-bcb9bd1b3827	47f18eee-3e56-4388-aac3-9ac141bcb414	fe335358-a468-49b1-89ec-31e1b5e084bd	TCGA-DX-A8BN-01A-11R-A37H-13
1c79b9f7-94d1-4121-8a8e-a7d7730ea62c	miRNA Expression Quantification	Primary Tumor	590744aa-8db1-4dd3-b167-4cb4b14cd393.mirbase21.mirnas.quantification.txt	TCGA-PC-A5DN-01A			f92217d9-495d-4415-99cc-36da8807af9b	Transcriptome Profiling	TCGA-PC-A5DN	784414b9-1f18-4c31-a062-6e5048482e78	dc18ccea-b332-4fac-b49b-1e0217ad025b	f92217d9-495d-4415-99cc-36da8807af9b	TCGA-PC-A5DN-01A-12R-A27U-13
48fc6fe0-7656-4ee5-83e9-40ed453bc317	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	420e5b7a-5f5c-4a81-973b-3ad82049a732.mirbase21.mirnas.quantification.txt	TCGA-AB-2918-03A			ebed870f-4dd4-4910-ad23-5943a382dd72	Transcriptome Profiling	TCGA-AB-2918	cbecb02f-9173-4a2c-a415-6b471a208264	cf2e5c6a-a7d8-428f-800a-fb94dcfc5fe4	ebed870f-4dd4-4910-ad23-5943a382dd72	TCGA-AB-2918-03A-01T-0740-13
0956773b-ecd8-42cf-a73f-8fe474cb763c	miRNA Expression Quantification	Primary Tumor	4bab2eea-25d5-4b3a-9d1e-1182bf169939.mirbase21.mirnas.quantification.txt	TCGA-DX-A3LY-01B			3834eb3e-9032-4cb5-a1f5-16241f4b2c98	Transcriptome Profiling	TCGA-DX-A3LY	a5697d2c-8e1a-42be-8ebf-e57d6919ba65	3505f91d-bc66-4732-84b6-18c5b32ca6b8	3834eb3e-9032-4cb5-a1f5-16241f4b2c98	TCGA-DX-A3LY-01B-11R-A27U-13
d8012eac-9395-41e7-b75f-c7af38648954	miRNA Expression Quantification	Primary Tumor	b6841f6e-a745-4814-bd73-c8bd457a6fa9.mirbase21.mirnas.quantification.txt	TCGA-DX-A6B8-01A			a03834f6-87ee-440b-97d7-c1313de6b282	Transcriptome Profiling	TCGA-DX-A6B8	29928748-9899-49b8-8830-da26ecd88e0e	9c58e3b2-1dee-4375-8239-ce69a725e3de	a03834f6-87ee-440b-97d7-c1313de6b282	TCGA-DX-A6B8-01A-11R-A30J-13
06722a16-b0a8-45b1-b1fd-38d5e82c052a	miRNA Expression Quantification	Primary Tumor	67fa2b74-1d06-4b15-8bfe-a08e29431ce3.mirbase21.mirnas.quantification.txt	TCGA-FX-A3TO-01A			72310fb0-edae-4b60-a79b-27f854c4d0bf	Transcriptome Profiling	TCGA-FX-A3TO	784f6b88-9046-4fff-b061-81ee0bb27392	16a4412f-0256-498d-b77b-4aecfed34091	72310fb0-edae-4b60-a79b-27f854c4d0bf	TCGA-FX-A3TO-01A-11R-A22I-13
92bd02de-7894-4c0c-ba29-36621facdb45	miRNA Expression Quantification	Primary Tumor	ceb79962-e419-490c-83ee-644ce47148f1.mirbase21.mirnas.quantification.txt	TCGA-DX-A8BM-01A			59b53260-b14e-49cf-a6b2-614e8809a4b2	Transcriptome Profiling	TCGA-DX-A8BM	5ff35d01-c4ab-408a-92cb-422aa4b3b4b5	914df75d-25f5-4b2f-96c7-95861d7dfa30	59b53260-b14e-49cf-a6b2-614e8809a4b2	TCGA-DX-A8BM-01A-11R-A41D-13
940e0081-1ec6-4586-bb9f-d9e5e21dbe43	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	a6d7b38d-d3d3-4e51-889e-4437efc40200.mirbase21.mirnas.quantification.txt	TCGA-AB-2947-03A			4bed9149-6497-47d9-b544-27b5957c8e0b	Transcriptome Profiling	TCGA-AB-2947	bfac1e1a-1e1f-4b06-9f46-09d245bf524e	fef46ade-e2a8-430e-9e6b-65da64baf266	4bed9149-6497-47d9-b544-27b5957c8e0b	TCGA-AB-2947-03A-01T-0740-13
b46a5d1e-6be7-491b-b006-b83d732c99a1	miRNA Expression Quantification	Primary Tumor	ee21c767-9c4e-4689-808f-0e6c8156f78d.mirbase21.mirnas.quantification.txt	TCGA-3B-A9HX-01A			926aad0f-e659-4ffb-9a02-6faacae4533d	Transcriptome Profiling	TCGA-3B-A9HX	c0327a7b-4afa-47b5-91b8-93162b16e144	9ff814f6-4a05-4471-8492-41574fa3eeeb	926aad0f-e659-4ffb-9a02-6faacae4533d	TCGA-3B-A9HX-01A-11R-A39J-13
567d3ac1-8bd2-43ca-b8fc-e7fd372ff52c	miRNA Expression Quantification	Primary Tumor	7a59b2a1-3365-4434-bddc-2c0e730c7d97.mirbase21.mirnas.quantification.txt	TCGA-X6-A8C6-01A			0154d4ed-e3c5-4c89-b9d4-63215247c4ee	Transcriptome Profiling	TCGA-X6-A8C6	50906d74-4ce3-4e48-a0fd-605a80ed0f32	719fa3f6-0194-423d-8a96-3709e8180565	0154d4ed-e3c5-4c89-b9d4-63215247c4ee	TCGA-X6-A8C6-01A-11R-A36A-13
eac25a3d-cdeb-4c2f-b9dc-ff9bbc24aa59	miRNA Expression Quantification	Primary Tumor	e1ce6825-f209-4aa0-92c1-77c56d56a7ce.mirbase21.mirnas.quantification.txt	TCGA-DX-A48J-01A			fbe6fa52-97e6-49cb-b226-cd16eca8c7f8	Transcriptome Profiling	TCGA-DX-A48J	40fc700c-6348-4fb6-88ea-95e5b61196b2	685be6b4-1d9c-4539-ae4b-ca658fc83fbc	fbe6fa52-97e6-49cb-b226-cd16eca8c7f8	TCGA-DX-A48J-01A-21R-A30J-13
0e0c7e1e-8d73-4177-9bf7-4adbc16a02fc	miRNA Expression Quantification	Primary Tumor	2b0531d9-2d33-42a8-b099-e0456a936dda.mirbase21.mirnas.quantification.txt	TCGA-X6-A7W8-01A			46a874f0-5856-4488-8726-aa63062dd5a7	Transcriptome Profiling	TCGA-X6-A7W8	d25910e1-1d3d-4499-b914-448141230eb5	c849127a-2f15-4fab-8815-db09b017f48c	46a874f0-5856-4488-8726-aa63062dd5a7	TCGA-X6-A7W8-01A-21R-A359-13
4975323d-208c-48d3-9acd-befa115ccc0f	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	0e1e4bd8-819d-4f7b-83c1-99240734587d.mirbase21.mirnas.quantification.txt	TCGA-AB-2944-03A			1aaeafcb-8de3-4c27-a0e1-9557f82e4f5e	Transcriptome Profiling	TCGA-AB-2944	096df02d-2705-4f5d-b98c-734b4c5b1872	0fc33d1f-3cee-4481-b7a2-15b53ff85083	1aaeafcb-8de3-4c27-a0e1-9557f82e4f5e	TCGA-AB-2944-03A-01T-0740-13
4ee5e3bf-3858-49c0-967d-3737768e6f54	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	ac1acebb-c97a-4990-be72-f280e68d1d16.mirbase21.mirnas.quantification.txt	TCGA-AB-2976-03A			2e4c549a-e9c2-4b5c-82af-8b8863ea33fc	Transcriptome Profiling	TCGA-AB-2976	bdcfda22-db12-4cac-b99d-c1fcc4abb4a3	c0c52e79-813b-45a9-8021-343aaa6663f6	2e4c549a-e9c2-4b5c-82af-8b8863ea33fc	TCGA-AB-2976-03A-01T-0734-13
3f34034a-106b-4fc1-bd50-c98d24b6982f	miRNA Expression Quantification	Primary Tumor	45756607-9aec-4c04-9b00-e80f376c9acc.mirbase21.mirnas.quantification.txt	TCGA-DX-AB2Z-01A			c6461f77-415a-46ae-b32c-966aa0bfd81d	Transcriptome Profiling	TCGA-DX-AB2Z	cae57e14-aca3-4c70-9ee2-6c786dc87c5a	91d9a1b9-ae23-4eae-9354-8b3a29e3d1e6	c6461f77-415a-46ae-b32c-966aa0bfd81d	TCGA-DX-AB2Z-01A-11R-A38N-13
6497ade9-f676-44ec-a837-21e1d5972583	miRNA Expression Quantification	Primary Tumor	be59251e-b26b-454c-aaa9-eeebd0c904db.mirbase21.mirnas.quantification.txt	TCGA-X6-A7WC-01A			0a2f4e08-8e94-4087-937f-495dfb0cc73f	Transcriptome Profiling	TCGA-X6-A7WC	0e5df0a8-ad22-4e91-9190-11d0ca9c86c1	1c89da99-9e89-4726-b196-97eeab46d504	0a2f4e08-8e94-4087-937f-495dfb0cc73f	TCGA-X6-A7WC-01A-12R-A359-13
a851c6f6-60e2-453b-b0b8-f2ef69875a41	miRNA Expression Quantification	Primary Tumor	679bd947-b931-4766-8553-850bbf4059a8.mirbase21.mirnas.quantification.txt	TCGA-Z4-AAPG-01A			0ec8d28d-61a2-4089-8b00-c6cb9e609a86	Transcriptome Profiling	TCGA-Z4-AAPG	f7e730b2-be2b-4b47-8a55-2c888758ed6a	6ac81dec-4802-440b-a5f0-e6eb81a0b22b	0ec8d28d-61a2-4089-8b00-c6cb9e609a86	TCGA-Z4-AAPG-01A-11R-A39J-13
03ce95d5-a28a-4631-8a90-52025b6f0622	miRNA Expression Quantification	Primary Tumor	505e20ba-11eb-443b-83b9-48ad65b699ee.mirbase21.mirnas.quantification.txt	TCGA-DX-A7EI-01A			fc528732-de63-4f6f-aa60-2dbebf4d05bd	Transcriptome Profiling	TCGA-DX-A7EI	80690d38-0d5c-4f52-8aad-110769f818c3	2c9f737b-0d37-4931-aff5-4562a0057bae	fc528732-de63-4f6f-aa60-2dbebf4d05bd	TCGA-DX-A7EI-01A-11R-A33A-13
ea0cd816-5851-44b4-a2c4-a35b469257a8	miRNA Expression Quantification	Primary Blood Derived Cancer - Peripheral Blood	2d9a9988-bd76-4021-ad77-8df37f0867c4.mirbase21.mirnas.quantification.txt	TCGA-AB-2888-03B			97db6008-d7a6-40f1-9fa8-2ee30cd61cef	Transcriptome Profiling	TCGA-AB-2888	80e3eb6d-805a-406e-b786-b58092e846cb	88765a3f-631d-4e47-a012-e2470633a505	97db6008-d7a6-40f1-9fa8-2ee30cd61cef	TCGA-AB-2888-03B-01T-0748-13
2f6367f2-bff4-4661-8b3a-b6e3ba5c2f67	miRNA Expression Quantification	Primary Tumor	eee088d9-15c7-48ca-9ca8-5b257ca0fff3.mirbase21.mirnas.quantification.txt	TCGA-VT-A80J-01A			b81e180e-b147-47ad-9086-ca8be07745e7	Transcriptome Profiling	TCGA-VT-A80J	83587c69-b0a0-4e1d-9522-0a580a2467cd	5370ed4a-eb6b-4eb4-8c71-f5b5d75cfa2d	b81e180e-b147-47ad-9086-ca8be07745e7	TCGA-VT-A80J-01A-11R-A36A-13
8458342f-460c-4483-a457-0d6bbc9b6ab2	miRNA Expression Quantification	Primary Tumor	515e204a-a441-4a6b-bd99-5dc4c2b3382e.mirbase21.mirnas.quantification.txt	TCGA-IS-A3K7-01A			ea1e1886-b6ca-47f5-a892-80e7b4a5f587	Transcriptome Profiling	TCGA-IS-A3K7	7254c2ac-d8ac-4d6e-b444-4cb5f8a6eb36	5a64f7e9-3833-4a3c-962b-13eb3e305c69	ea1e1886-b6ca-47f5-a892-80e7b4a5f587	TCGA-IS-A3K7-01A-11R-A21U-13
a3c26c9f-4b42-4d75-aae6-28a17269588d	miRNA Expression Quantification	Primary Tumor	5e05c0be-ff8b-4a94-9fea-0bd58a057d77.mirbase21.mirnas.quantification.txt	TCGA-DX-A6YR-01A			9764139d-0489-45ef-8d72-3e4ec34e9d77	Transcriptome Profiling	TCGA-DX-A6YR	a9b4f32f-030e-4523-85d6-372dd1a058cb	1007195a-7b6a-4575-b6d1-075d76a997ff	9764139d-0489-45ef-8d72-3e4ec34e9d77	TCGA-DX-A6YR-01A-33R-A359-13
e24fa4f7-6470-48ca-af8a-b9f95d651965	miRNA Expression Quantification	Primary Tumor	2144bd9d-791c-451e-a587-46ee82b2bd2f.mirbase21.mirnas.quantification.txt	TCGA-DX-A1L3-01A			3c9cfa69-5673-44b2-aff3-0d356817737b	Transcriptome Profiling	TCGA-DX-A1L3	19a45767-abf7-4d53-b096-b59847fc47a8	9517413b-b5b8-4130-8ba1-d86d44abe2ec	3c9cfa69-5673-44b2-aff3-0d356817737b	TCGA-DX-A1L3-01A-11R-A24Y-13
8a4ca5aa-a270-4be7-ab11-63bf9785026c	miRNA Expression Quantification	Primary Tumor	24200515-4834-416b-bcaa-3831dd57f416.mirbase21.mirnas.quantification.txt	TCGA-QQ-A8VG-01A			f62d2561-43ed-47d0-9f76-bb47f129c227	Transcriptome Profiling	TCGA-QQ-A8VG	e8beea6f-975d-43aa-9bb9-b65f260ff2ee	37a3b7c7-971a-4c96-8c77-14bb0b7741a3	f62d2561-43ed-47d0-9f76-bb47f129c227	TCGA-QQ-A8VG-01A-11R-A37H-13
683279e0-ccda-48d9-ad86-7290876b31c6	miRNA Expression Quantification	Primary Tumor	823a682a-5dae-4c23-bc77-894810dad9e3.mirbase21.mirnas.quantification.txt	TCGA-39-5027-01A			95a373d5-3d4d-4c9b-aabf-fdb0df9bbec3	Transcriptome Profiling	TCGA-39-5027	a6e8c3e6-28a4-4b3b-9785-d6f0773fa1e0	dd7eda40-9aae-46b2-914e-788b76b43087	95a373d5-3d4d-4c9b-aabf-fdb0df9bbec3	TCGA-39-5027-01A-21H-1819-13
5f7bed46-32f8-43fd-a7c1-b64b0292a34b	miRNA Expression Quantification	Primary Tumor	15b968c5-454e-4dde-acf9-c4caf9acd33e.mirbase21.mirnas.quantification.txt	TCGA-43-2578-01A			572194e7-d16c-41b6-9481-188736d48f0b	Transcriptome Profiling	TCGA-43-2578	0279f6b8-a605-4f5f-b4f2-c0506cda07b9	37f5457e-21d9-4b79-95d5-ded6f2e43087	572194e7-d16c-41b6-9481-188736d48f0b	TCGA-43-2578-01A-01T-1557-13
63cb4acb-fda3-4c38-9d38-33e2bb8f0230	miRNA Expression Quantification	Primary Tumor	e99df5b8-ef3c-41e9-ba2c-a80f07f03c9b.mirbase21.mirnas.quantification.txt	TCGA-O2-A52W-01A			ca9bb783-f371-47d6-9cf1-d793362e2e0a	Transcriptome Profiling	TCGA-O2-A52W	4151623a-5a9f-4636-9c7a-c1a14dfc8145	1a49a131-d714-40d7-85b6-c4822c0c6264	ca9bb783-f371-47d6-9cf1-d793362e2e0a	TCGA-O2-A52W-01A-11H-A26V-13
4c9628c7-9901-4780-acd3-d5524af1a66d	miRNA Expression Quantification	Primary Tumor	8b1dee5d-c4b7-4ce2-be93-475832293260.mirbase21.mirnas.quantification.txt	TCGA-96-8169-01A			5839fd5d-7ca7-48de-8ed5-f6ec12a5e650	Transcriptome Profiling	TCGA-96-8169	d8934651-75a3-43a9-95a7-f5372c8e9616	d598c429-6027-44a1-88a9-e0c396490942	5839fd5d-7ca7-48de-8ed5-f6ec12a5e650	TCGA-96-8169-01A-11H-2295-13
781ff6e8-2a46-475d-9e01-0509ce4d4450	miRNA Expression Quantification	Primary Tumor	33bb3229-0dc6-435f-9f23-d244ad7e5015.mirbase21.mirnas.quantification.txt	TCGA-56-7731-01A			211be4e3-cc5a-4c79-8875-ba8f37d791ac	Transcriptome Profiling	TCGA-56-7731	61f8382e-d0f7-43be-b4a4-48c132ebb6a7	c32e04c5-2760-4a11-a7a9-ded1f4eb3a8c	211be4e3-cc5a-4c79-8875-ba8f37d791ac	TCGA-56-7731-01A-11H-2124-13
799cf872-ec4b-4600-9aec-dbc9bd5c414d	miRNA Expression Quantification	Primary Tumor	2097a7cb-ed81-4edd-847b-9997f76048ce.mirbase21.mirnas.quantification.txt	TCGA-34-2596-01A			0a0eced9-b2b1-4414-89cd-c9159c708696	Transcriptome Profiling	TCGA-34-2596	c07c8c94-150b-40a2-8830-5be34dd99554	7d3e77cc-9603-4722-8e39-1912b678871b	0a0eced9-b2b1-4414-89cd-c9159c708696	TCGA-34-2596-01A-01T-1557-13
baa9ce74-eb2b-409a-8ca0-b22a82749d10	miRNA Expression Quantification	Primary Tumor	f4dc7c93-9766-40c2-aa4d-c362acac1157.mirbase21.mirnas.quantification.txt	TCGA-85-A4CN-01A			499ea24e-b7b7-46d6-9320-3ac51f4d280b	Transcriptome Profiling	TCGA-85-A4CN	34cf39a1-158e-4362-a487-d25c7d98a8cd	67e92755-396e-4d9a-b737-979eadc743f9	499ea24e-b7b7-46d6-9320-3ac51f4d280b	TCGA-85-A4CN-01A-11H-A24G-13
b6a0a491-60a1-4c79-9235-601222badfc6	miRNA Expression Quantification	Solid Tissue Normal	301d23ce-dcfc-48e5-ac45-2e9e5bc94cbe.mirbase21.mirnas.quantification.txt	TCGA-56-7823-11A			5cad3e70-5bb3-44bf-82cb-140a21c0196a	Transcriptome Profiling	TCGA-56-7823	7865aa7e-db17-448f-b730-327165b69ccf	7b236171-2e7a-4018-b297-560ea8279ec0	5cad3e70-5bb3-44bf-82cb-140a21c0196a	TCGA-56-7823-11A-01H-2246-13
241a4d61-0772-4d13-88ac-a4b960ff6d8a	miRNA Expression Quantification	Primary Tumor	10d44e49-25cd-409c-b89f-f52eb7b8b7e2.mirbase21.mirnas.quantification.txt	TCGA-56-A4ZJ-01A			06cb86c7-ed62-4f61-b200-05bbe290ca5f	Transcriptome Profiling	TCGA-56-A4ZJ	d3279498-aff7-488a-bd58-cfc180185e4a	c9439a80-abf5-4ede-b552-7784bb14213a	06cb86c7-ed62-4f61-b200-05bbe290ca5f	TCGA-56-A4ZJ-01A-11H-A263-13
